campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,net_profit,start_year,start_month,start_quarter,end_year,end_month,end_quarter,performance_category,categoria_rendimiento,cost_per_conversion,low_budget_flag,high_roi_flag,high_conversion_flag,paid_channel_flag,long_duration_flag,b2b_flag
de-engineered content-based budgetary management,2022-09-10,2023-10-06,29328.34,0.4,social media,b2b,promotion,0.47,92788.7,63460.36,2022,9,3,2023,10,4,Rendimiento medio,Rendimiento medio,62400.723404255325,0,0,0,0,1,0
inverse well-modulated forecast,2023-07-22,2024-07-11,7632.49,0.12,webinar,b2b,organic,0.62,782850.48,775217.99,2023,7,3,2024,7,3,Rendimiento medio,Rendimiento medio,12310.467741935483,1,0,1,0,1,0
progressive web-enabled concept,2022-11-16,2024-05-17,46890.76,0.26,webinar,b2b,organic,0.64,258942.95,212052.19,2022,11,4,2024,5,2,Rendimiento medio,Rendimiento medio,73266.8125,0,0,1,0,1,0
visionary 4thgeneration help-desk,2022-11-23,2024-05-26,81853.53,0.54,webinar,b2c,referral,0.17,974972.63,893119.1,2022,11,4,2024,5,2,Rendimiento medio,Rendimiento medio,481491.35294117645,0,0,0,0,1,0
up-sized attitude-oriented task-force,2023-07-02,2024-04-07,46635.4,0.4,social media,b2c,promotion,0.46,692709.3,646073.9,2023,7,3,2024,4,2,Rendimiento medio,Rendimiento medio,101381.30434782608,0,0,0,0,1,0
sharable secondary migration,2023-04-04,2023-09-21,31531.6,0.5,webinar,b2c,referral,0.68,551172.95,519641.35,2023,4,2,2023,9,3,Rendimiento medio,Rendimiento medio,46369.99999999999,0,0,1,0,0,0
quality-focused methodical policy,2022-10-23,2023-10-10,51428.64,0.26,social media,b2c,referral,0.28,110819.1,59390.46000000001,2022,10,4,2023,10,4,Rendimiento medio,Rendimiento medio,183673.71428571426,0,0,0,0,1,0
distributed multimedia encryption,2022-08-16,2024-01-22,83726.63,0.5,webinar,b2b,organic,0.13,458296.26,374569.63,2022,8,3,2024,1,1,Rendimiento medio,Rendimiento medio,644051.0,0,0,0,0,1,0
switchable user-facing archive,2022-10-22,2024-06-11,85417.27,0.78,webinar,b2c,referral,0.74,509606.8,424189.52999999997,2022,10,4,2024,6,2,Alto rendimiento,Alto rendimiento,115428.74324324325,0,1,1,0,1,0
virtual bottom-line parallelism,2022-08-16,2023-09-05,44082.14,0.5,email,b2c,organic,0.49,903002.29,858920.15,2022,8,3,2023,9,3,Rendimiento medio,Rendimiento medio,89963.55102040817,0,0,0,0,1,0
customer-focused mobile graphic interface,2023-01-19,2023-11-21,61946.3,0.89,webinar,b2c,paid,0.85,217755.18,155808.88,2023,1,1,2023,11,4,Alto rendimiento,Alto rendimiento,72878.0,0,1,1,1,1,0
networked asynchronous standardization,2023-06-06,2024-01-06,50168.89,0.14,email,b2b,referral,0.67,610750.16,560581.27,2023,6,2,2024,1,1,Rendimiento medio,Rendimiento medio,74878.94029850746,0,0,1,0,1,0
persevering coherent concept,2022-09-15,2023-12-13,54331.15,0.5,social media,b2b,promotion,0.39,992544.71,938213.5599999999,2022,9,3,2023,12,4,Rendimiento medio,Rendimiento medio,139310.64102564103,0,0,0,0,1,0
secured systemic groupware,2022-08-28,2023-10-17,72529.72,0.83,email,b2c,referral,0.24,97176.72,24647.0,2022,8,3,2023,10,4,Rendimiento medio,Rendimiento medio,302207.1666666667,0,1,0,0,1,0
team-oriented motivating productivity,2022-09-21,2023-09-06,40881.17,0.35,podcast,b2b,promotion,0.1,689581.23,648700.0599999999,2022,9,3,2023,9,3,Rendimiento medio,Rendimiento medio,408811.69999999995,0,0,0,0,1,0
seamless exuding model,2022-11-20,2023-08-05,68885.7,0.19,webinar,b2b,organic,0.21,162090.83,93205.12999999999,2022,11,4,2023,8,3,Rendimiento medio,Rendimiento medio,328027.14285714284,0,0,0,0,1,0
cross-platform bandwidth-monitored model,2023-02-23,2023-09-16,48358.0,0.3,email,b2c,paid,0.39,507844.26,459486.26,2023,2,1,2023,9,3,Rendimiento medio,Rendimiento medio,123994.8717948718,0,0,0,1,1,0
face-to-face high-level synergy,2022-08-15,2024-06-03,98289.74,0.99,webinar,b2b,paid,0.79,811980.83,713691.09,2022,8,3,2024,6,2,Alto rendimiento,Alto rendimiento,124417.39240506329,0,1,1,1,1,0
compatible eco-centric access,2022-08-24,2023-09-04,4016.62,0.62,social media,b2b,referral,0.99,773055.56,769038.9400000001,2022,8,3,2023,9,3,Alto rendimiento,Alto rendimiento,4057.191919191919,1,1,1,0,1,0
down-sized web-enabled data-warehouse,2023-04-08,2024-06-03,41419.79,0.74,social media,b2b,organic,0.35,289139.49,247719.69999999998,2023,4,2,2024,6,2,Rendimiento medio,Rendimiento medio,118342.25714285715,0,1,0,0,1,0
streamlined non-volatile projection,2022-10-17,2024-01-19,52686.92,0.18,social media,b2b,organic,0.28,443069.55,390382.63,2022,10,4,2024,1,1,Rendimiento medio,Rendimiento medio,188167.5714285714,0,0,0,0,1,0
synergized client-driven algorithm,2023-04-11,2023-12-05,16420.77,0.92,social media,b2c,organic,0.73,632069.31,615648.54,2023,4,2,2023,12,4,Alto rendimiento,Alto rendimiento,22494.205479452055,0,1,1,0,1,0
cross-platform composite matrix,2022-10-30,2024-02-25,46976.52,0.1,webinar,b2c,organic,0.85,371431.14,324454.62,2022,10,4,2024,2,1,Rendimiento medio,Rendimiento medio,55266.49411764705,0,0,1,0,1,0
networked background utilization,2023-03-12,2024-05-19,91122.63,0.5,social media,b2c,organic,0.7,831243.27,740120.64,2023,3,1,2024,5,2,Rendimiento medio,Rendimiento medio,130175.18571428573,0,0,1,0,1,0
quality-focused composite challenge,2022-12-01,2024-01-28,4855.98,0.35,podcast,b2b,promotion,0.85,649003.16,644147.18,2022,12,4,2024,1,1,Rendimiento medio,Rendimiento medio,5712.917647058824,1,0,1,0,1,0
enhanced asymmetric open system,2023-04-08,2023-12-20,54503.83,0.5,social media,b2b,promotion,0.9,79089.3,24585.47,2023,4,2,2023,12,4,Rendimiento medio,Rendimiento medio,60559.811111111114,0,0,1,0,1,0
innovative hybrid time-frame,2022-08-12,2023-12-21,12098.23,0.5,email,b2c,paid,0.44,270608.24,258510.00999999998,2022,8,3,2023,12,4,Rendimiento medio,Rendimiento medio,27495.977272727272,0,0,0,1,1,0
re-engineered intangible intranet,2023-03-06,2024-03-15,14419.22,0.29,podcast,b2c,promotion,0.18,108083.4,93664.18,2023,3,1,2024,3,1,Bajo rendimiento,Bajo rendimiento,80106.77777777778,0,0,0,0,1,0
multi-channeled zero administration software,2023-01-09,2023-10-17,59892.4,0.68,email,b2b,promotion,0.66,940283.84,880391.44,2023,1,1,2023,10,4,Alto rendimiento,Alto rendimiento,90746.06060606061,0,1,1,0,1,0
universal national adapter,2022-11-28,2024-07-05,5197.61,0.1,social media,b2c,referral,0.78,61121.6,55923.99,2022,11,4,2024,7,3,Rendimiento medio,Rendimiento medio,6663.6025641025635,1,0,1,0,1,0
centralized system-worthy knowledgebase,2022-09-16,2024-01-20,6310.87,0.74,email,b2c,paid,0.62,845412.79,839101.92,2022,9,3,2024,1,1,Alto rendimiento,Alto rendimiento,10178.822580645161,1,1,1,1,1,0
open-architected asymmetric time-frame,2023-03-25,2024-06-03,80612.13,0.31,podcast,b2c,promotion,0.97,112762.13,32150.0,2023,3,1,2024,6,2,Rendimiento medio,Rendimiento medio,83105.28865979382,0,0,1,0,1,0
centralized leadingedge local area network,2023-01-31,2023-09-27,80358.87,0.5,webinar,b2b,organic,0.64,112718.32,32359.45000000001,2023,1,1,2023,9,3,Rendimiento medio,Rendimiento medio,125560.73437499999,0,0,1,0,1,0
organized needs-based conglomeration,2022-10-19,2023-10-02,73855.23,0.54,social media,b2b,promotion,0.5,215072.47,141217.24,2022,10,4,2023,10,4,Rendimiento medio,Rendimiento medio,147710.46,0,0,0,0,1,0
optional secondary collaboration,2023-04-19,2024-02-28,63911.62,0.4,podcast,b2c,organic,0.49,177445.17,113533.55000000002,2023,4,2,2024,2,1,Rendimiento medio,Rendimiento medio,130431.87755102041,0,0,0,0,1,0
synchronized client-driven challenge,2023-02-08,2023-08-22,50124.39,0.7,social media,b2b,paid,0.22,639517.42,589393.03,2023,2,1,2023,8,3,Rendimiento medio,Rendimiento medio,227838.13636363635,0,1,0,1,1,0
enterprise-wide zero administration graphic interface,2022-11-24,2024-05-11,38086.24,0.65,podcast,b2c,paid,0.71,684590.46,646504.22,2022,11,4,2024,5,2,Alto rendimiento,Alto rendimiento,53642.59154929577,0,1,1,1,1,0
programmable local moratorium,2023-03-27,2023-08-15,48046.33,0.9,podcast,b2c,promotion,0.45,50534.85,2488.519999999997,2023,3,1,2023,8,3,Rendimiento medio,Rendimiento medio,106769.62222222223,0,1,0,0,0,0
networked systematic attitude,2022-11-01,2023-10-02,63808.2,0.67,email,b2b,promotion,0.17,275542.3,211734.09999999998,2022,11,4,2023,10,4,Rendimiento medio,Rendimiento medio,375342.35294117645,0,1,0,0,1,0
pre-emptive solution-oriented standardization,2023-01-31,2023-12-24,26057.53,0.94,email,b2b,referral,0.32,169915.72,143858.19,2023,1,1,2023,12,4,Rendimiento medio,Rendimiento medio,81429.78125,0,1,0,0,1,0
down-sized contextually-based strategy,2022-12-07,2024-01-20,56381.6,0.7,social media,b2c,referral,0.41,492601.2,436219.60000000003,2022,12,4,2024,1,1,Rendimiento medio,Rendimiento medio,137516.0975609756,0,1,0,0,1,0
reverse-engineered zero administration workforce,2022-10-11,2023-10-14,57815.1,0.62,webinar,b2b,promotion,0.65,962065.9,904250.8,2022,10,4,2023,10,4,Alto rendimiento,Alto rendimiento,88946.30769230769,0,1,1,0,1,0
pre-emptive real-time database,2023-07-28,2023-09-11,75262.37,0.75,webinar,b2b,referral,0.7,421847.27,346584.9,2023,7,3,2023,9,3,Alto rendimiento,Alto rendimiento,107517.67142857143,0,1,1,0,0,0
business-focused foreground budgetary management,2023-06-14,2023-12-10,43226.59,0.95,social media,b2b,referral,0.53,573462.79,530236.2000000001,2023,6,2,2023,12,4,Alto rendimiento,Alto rendimiento,81559.6037735849,0,1,1,0,0,0
stand-alone multi-tasking methodology,2022-11-02,2024-05-03,84506.27,0.8,podcast,b2c,organic,0.63,375663.38,291157.11,2022,11,4,2024,5,2,Alto rendimiento,Alto rendimiento,134136.9365079365,0,1,1,0,1,0
proactive eco-centric process improvement,2023-01-08,2023-12-27,36457.88,0.28,social media,b2b,organic,0.73,905182.53,868724.65,2023,1,1,2023,12,4,Rendimiento medio,Rendimiento medio,49942.30136986301,0,0,1,0,1,0
digitized human-resource knowledge user,2023-02-04,2024-01-25,10038.96,0.36,podcast,b2b,promotion,0.7,911686.87,901647.91,2023,2,1,2024,1,1,Rendimiento medio,Rendimiento medio,14341.371428571429,0,0,1,0,1,0
ergonomic next generation hub,2022-12-18,2024-01-27,27079.85,0.32,social media,b2c,referral,0.3,784636.2,757556.35,2022,12,4,2024,1,1,Rendimiento medio,Rendimiento medio,90266.16666666667,0,0,0,0,1,0
realigned radical hardware,2022-11-03,2024-07-12,34512.86,0.2,webinar,b2b,referral,0.87,999712.49,965199.63,2022,11,4,2024,7,3,Rendimiento medio,Rendimiento medio,39669.95402298851,0,0,1,0,1,0
grass-roots national approach,2022-08-29,2024-03-21,16063.49,0.99,email,b2b,promotion,0.69,868083.16,852019.67,2022,8,3,2024,3,1,Alto rendimiento,Alto rendimiento,23280.420289855076,0,1,1,0,1,0
synergistic mobile task-force,2022-11-02,2023-11-20,61343.2,0.91,social media,b2b,referral,0.73,943514.25,882171.05,2022,11,4,2023,11,4,Alto rendimiento,Alto rendimiento,84031.78082191781,0,1,1,0,1,0
customer-focused fault-tolerant help-desk,2022-10-08,2023-12-25,39585.98,0.11,podcast,b2b,promotion,0.99,889037.24,849451.26,2022,10,4,2023,12,4,Rendimiento medio,Rendimiento medio,39985.83838383839,0,0,1,0,1,0
face-to-face 6thgeneration portal,2023-05-08,2023-09-05,99535.21,0.59,social media,b2b,paid,0.15,142678.88,43143.67,2023,5,2,2023,9,3,Rendimiento medio,Rendimiento medio,663568.0666666668,0,0,0,1,0,0
ameliorated encompassing capacity,2023-02-19,2024-07-28,44466.83,0.15,webinar,b2b,promotion,0.31,504690.83,460224.0,2023,2,1,2024,7,3,Rendimiento medio,Rendimiento medio,143441.3870967742,0,0,0,0,1,0
digitized optimizing capability,2022-08-25,2023-10-12,70841.82,0.22,podcast,b2c,paid,0.76,406913.89,336072.07,2022,8,3,2023,10,4,Rendimiento medio,Rendimiento medio,93212.92105263159,0,0,1,1,1,0
triple-buffered zero tolerance circuit,2023-04-27,2024-03-18,62752.63,0.3,podcast,b2c,paid,0.32,307410.29,244657.65999999997,2023,4,2,2024,3,1,Rendimiento medio,Rendimiento medio,196101.96875,0,0,0,1,1,0
open-source background firmware,2023-07-04,2024-04-09,97748.2,0.73,email,b2c,referral,0.96,543371.38,445623.18,2023,7,3,2024,4,2,Alto rendimiento,Alto rendimiento,101821.04166666667,0,1,1,0,1,0
expanded global matrices,2022-11-28,2024-04-16,67048.32,0.78,webinar,b2b,organic,0.42,246285.96,179237.63999999998,2022,11,4,2024,4,2,Rendimiento medio,Rendimiento medio,159638.85714285716,0,1,0,0,1,0
organized regional implementation,2023-02-13,2023-12-31,34303.92,0.13,webinar,b2c,paid,0.48,420804.86,386500.94,2023,2,1,2023,12,4,Rendimiento medio,Rendimiento medio,71466.5,0,0,0,1,1,0
realigned stable parallelism,2023-03-31,2024-01-18,52871.17,0.19,webinar,b2b,promotion,0.53,611779.7,558908.5299999999,2023,3,1,2024,1,1,Rendimiento medio,Rendimiento medio,99756.92452830188,0,0,1,0,1,0
networked executive knowledgebase,2022-10-18,2023-08-19,53678.65,0.47,email,b2b,promotion,0.24,129992.9,76314.25,2022,10,4,2023,8,3,Rendimiento medio,Rendimiento medio,223661.0416666667,0,0,0,0,1,0
multi-tiered neutral standardization,2023-05-09,2023-11-26,21921.72,0.74,webinar,b2c,organic,0.55,721273.96,699352.24,2023,5,2,2023,11,4,Alto rendimiento,Alto rendimiento,39857.67272727273,0,1,1,0,1,0
virtual cohesive orchestration,2023-03-11,2023-08-21,98706.34,0.69,email,b2c,promotion,0.92,499658.4,400952.06000000006,2023,3,1,2023,8,3,Alto rendimiento,Alto rendimiento,107289.49999999999,0,1,1,0,0,0
progressive 4thgeneration policy,2022-10-06,2024-04-20,16290.7,0.49,webinar,b2c,promotion,0.99,172899.7,156609.0,2022,10,4,2024,4,2,Rendimiento medio,Rendimiento medio,16455.252525252527,0,0,1,0,1,0
monitored impactful installation,2023-07-28,2023-11-25,24936.91,0.9,webinar,b2b,promotion,0.37,541332.72,516395.81,2023,7,3,2023,11,4,Rendimiento medio,Rendimiento medio,67397.05405405405,0,1,0,0,0,0
automated responsive initiative,2022-08-30,2024-05-12,20401.62,0.6,podcast,b2b,paid,0.28,875354.92,854953.3,2022,8,3,2024,5,2,Rendimiento medio,Rendimiento medio,72862.92857142857,0,0,0,1,1,0
function-based grid-enabled conglomeration,2022-12-06,2024-05-03,33675.46,0.18,email,b2b,promotion,0.89,203504.87,169829.41,2022,12,4,2024,5,2,Rendimiento medio,Rendimiento medio,37837.595505617974,0,0,1,0,1,0
polarized dynamic analyzer,2023-06-27,2024-07-26,87618.4,0.97,podcast,b2c,promotion,0.5,274321.91,186703.50999999998,2023,6,2,2024,7,3,Rendimiento medio,Rendimiento medio,175236.8,0,1,0,0,1,0
centralized methodical alliance,2023-07-19,2024-02-11,33524.69,0.6,podcast,b2c,paid,0.19,970610.35,937085.6599999999,2023,7,3,2024,2,1,Rendimiento medio,Rendimiento medio,176445.73684210528,0,0,0,1,1,0
visionary directional open architecture,2023-05-02,2024-05-29,86623.59,0.26,webinar,b2c,organic,0.23,107133.96,20510.37000000001,2023,5,2,2024,5,2,Rendimiento medio,Rendimiento medio,376624.30434782605,0,0,0,0,1,0
reduced static functionalities,2023-03-09,2024-01-08,8473.58,0.29,social media,b2b,organic,0.93,840891.99,832418.41,2023,3,1,2024,1,1,Rendimiento medio,Rendimiento medio,9111.37634408602,1,0,1,0,1,0
sharable upward-trending initiative,2022-10-23,2024-04-09,20951.3,0.58,social media,b2c,organic,0.24,994306.41,973355.11,2022,10,4,2024,4,2,Rendimiento medio,Rendimiento medio,87297.08333333333,0,0,0,0,1,0
front-line eco-centric open system,2023-06-16,2024-07-06,36331.8,0.9,social media,b2b,promotion,0.76,622639.37,586307.57,2023,6,2,2024,7,3,Alto rendimiento,Alto rendimiento,47805.0,0,1,1,0,1,0
managed bandwidth-monitored complexity,2023-03-21,2024-04-04,19401.94,0.92,email,b2b,organic,0.25,617007.9,597605.9600000001,2023,3,1,2024,4,2,Rendimiento medio,Rendimiento medio,77607.76,0,1,0,0,1,0
re-engineered non-volatile algorithm,2023-03-04,2023-11-06,59532.42,0.7,webinar,b2b,paid,0.9,773688.33,714155.9099999999,2023,3,1,2023,11,4,Alto rendimiento,Alto rendimiento,66147.13333333333,0,1,1,1,1,0
integrated secondary migration,2023-01-04,2024-04-26,98089.92,0.33,webinar,b2c,paid,0.22,522231.68,424141.76,2023,1,1,2024,4,2,Rendimiento medio,Rendimiento medio,445863.2727272727,0,0,0,1,1,0
horizontal 6thgeneration model,2022-11-19,2023-10-29,16308.37,0.65,webinar,b2c,promotion,0.37,511344.87,495036.5,2022,11,4,2023,10,4,Rendimiento medio,Rendimiento medio,44076.67567567568,0,1,0,0,1,0
robust optimizing projection,2023-06-12,2023-11-06,36824.24,0.93,email,b2b,promotion,0.42,971476.94,934652.7,2023,6,2,2023,11,4,Rendimiento medio,Rendimiento medio,87676.76190476191,0,1,0,0,0,0
right-sized scalable open architecture,2023-02-06,2023-12-24,62406.71,0.3,webinar,b2b,promotion,0.67,123917.89,61511.18,2023,2,1,2023,12,4,Rendimiento medio,Rendimiento medio,93144.34328358209,0,0,1,0,1,0
optional mission-critical project,2022-08-06,2024-07-22,96713.47,0.92,podcast,b2c,paid,0.63,995340.62,898627.15,2022,8,3,2024,7,3,Alto rendimiento,Alto rendimiento,153513.44444444444,0,1,1,1,1,0
focused responsive open architecture,2022-11-09,2024-01-28,91490.92,0.93,webinar,b2c,referral,0.95,38601.99,-52888.93,2022,11,4,2024,1,1,Alto rendimiento,Alto rendimiento,96306.23157894737,0,1,1,0,1,0
reverse-engineered static infrastructure,2023-07-26,2024-05-29,12246.32,0.48,email,b2b,referral,0.44,987205.29,974958.9700000001,2023,7,3,2024,5,2,Rendimiento medio,Rendimiento medio,27832.545454545452,0,0,0,0,1,0
monitored grid-enabled productivity,2023-01-08,2024-06-07,29724.33,0.61,podcast,b2c,promotion,0.27,961419.64,931695.31,2023,1,1,2024,6,2,Rendimiento medio,Rendimiento medio,110090.11111111111,0,1,0,0,1,0
cross-group foreground ability,2023-03-11,2023-11-27,32343.79,0.99,social media,b2b,paid,0.5,55043.59,22699.799999999996,2023,3,1,2023,11,4,Rendimiento medio,Rendimiento medio,64687.58,0,1,0,1,1,0
switchable mobile toolset,2023-06-25,2024-04-16,59590.26,0.83,podcast,b2b,referral,0.99,574709.76,515119.5,2023,6,2,2024,4,2,Alto rendimiento,Alto rendimiento,60192.18181818182,0,1,1,0,1,0
front-line mobile ability,2022-11-12,2023-08-18,77582.36,0.65,podcast,b2c,promotion,0.47,428175.9,350593.54000000004,2022,11,4,2023,8,3,Rendimiento medio,Rendimiento medio,165068.8510638298,0,1,0,0,1,0
optional systemic adapter,2022-12-15,2023-12-16,23477.6,0.26,email,b2b,paid,0.34,219063.7,195586.1,2022,12,4,2023,12,4,Rendimiento medio,Rendimiento medio,69051.76470588235,0,0,0,1,1,0
user-friendly responsive parallelism,2022-10-31,2024-05-08,9666.13,0.86,email,b2c,referral,0.65,53039.92,43373.79,2022,10,4,2024,5,2,Alto rendimiento,Alto rendimiento,14870.96923076923,1,1,1,0,1,0
mandatory grid-enabled throughput,2023-06-07,2023-08-06,63938.71,0.0,email,b2c,referral,0.49,890569.79,826631.0800000001,2023,6,2,2023,8,3,Rendimiento medio,Rendimiento medio,130487.16326530612,0,0,0,0,0,0
phased dynamic throughput,2023-07-07,2023-12-31,44248.38,0.4,webinar,b2b,paid,0.65,313395.54,269147.16,2023,7,3,2023,12,4,Rendimiento medio,Rendimiento medio,68074.43076923076,0,0,1,1,0,0
pre-emptive mobile local area network,2023-05-07,2024-02-13,97083.41,0.77,podcast,b2b,promotion,0.25,378325.1,281241.68999999994,2023,5,2,2024,2,1,Rendimiento medio,Rendimiento medio,388333.64,0,1,0,0,1,0
decentralized zero-defect superstructure,2022-10-18,2023-10-03,18706.92,0.58,webinar,b2b,referral,0.44,554902.17,536195.25,2022,10,4,2023,10,4,Rendimiento medio,Rendimiento medio,42515.72727272727,0,0,0,0,1,0
distributed grid-enabled focus group,2022-10-10,2023-10-12,92742.9,0.55,webinar,b2b,organic,0.33,755802.41,663059.51,2022,10,4,2023,10,4,Rendimiento medio,Rendimiento medio,281039.0909090909,0,0,0,0,1,0
monitored global leverage,2023-03-10,2024-04-26,14418.29,0.47,email,b2b,promotion,0.67,683612.91,669194.62,2023,3,1,2024,4,2,Rendimiento medio,Rendimiento medio,21519.83582089552,0,0,1,0,1,0
secured exuding hardware,2022-08-17,2024-04-13,55644.28,0.41,podcast,b2c,referral,0.68,764211.61,708567.33,2022,8,3,2024,4,2,Rendimiento medio,Rendimiento medio,81829.82352941176,0,0,1,0,1,0
re-engineered content-based projection,2023-06-23,2024-05-03,49973.41,0.32,podcast,b2b,promotion,0.4,305097.18,255123.77,2023,6,2,2024,5,2,Rendimiento medio,Rendimiento medio,124933.52500000001,0,0,0,0,1,0
compatible explicit hierarchy,2022-10-06,2024-05-27,52495.87,0.5,webinar,b2b,promotion,0.56,375558.47,323062.6,2022,10,4,2024,5,2,Rendimiento medio,Rendimiento medio,93742.625,0,0,1,0,1,0
reduced holistic groupware,2023-05-22,2023-08-13,22905.15,0.85,podcast,b2c,paid,0.2,923669.92,900764.77,2023,5,2,2023,8,3,Rendimiento medio,Rendimiento medio,114525.75,0,1,0,1,0,0
organic national application,2023-03-01,2023-11-20,70871.65,0.5,email,b2c,organic,0.46,193601.52,122729.87,2023,3,1,2023,11,4,Rendimiento medio,Rendimiento medio,154068.80434782608,0,0,0,0,1,0
configurable multi-tasking projection,2022-12-07,2023-08-07,91280.14,0.71,social media,b2b,paid,0.24,764420.89,673140.75,2022,12,4,2023,8,3,Rendimiento medio,Rendimiento medio,380333.9166666667,0,1,0,1,1,0
open-source zero-defect groupware,2022-08-22,2024-02-26,43142.37,0.65,webinar,b2c,referral,0.9,770745.63,727603.26,2022,8,3,2024,2,1,Alto rendimiento,Alto rendimiento,47935.96666666667,0,1,1,0,1,0
